# DipoleMomentWriter[version=1](center=False, density='comp')
#            time            norm                    dmx                    dmy                    dmz
# Start; Time = 0.00000000
         32.24627121       3.99680289e-14     3.547312279856e-03     3.578625461728e-03     5.320403456608e-04
         33.07309868       2.66453526e-15     3.408270466537e-03     3.438356284278e-03     5.111862888754e-04
         33.89992614      -6.83897383e-14     3.198552351456e-03     3.226786924643e-03     4.797319133729e-04
         34.72675361      -1.95399252e-14     2.914410524959e-03     2.940136893628e-03     4.371151637912e-04
         35.55358108      -7.10542736e-15     2.553952223586e-03     2.576496719456e-03     3.830521594494e-04
         36.38040854      -7.99360578e-14     2.117308990542e-03     2.135999106088e-03     3.175626297462e-04
         37.20723601      -3.55271368e-14     1.605381924207e-03     1.619553107403e-03     2.407817218426e-04
         38.03406348      -3.19744231e-14     1.019032313920e-03     1.028027614325e-03     1.528386187175e-04
         38.86089094       3.81916720e-14     3.599035645152e-04     3.630805390031e-04     5.397980301325e-05
         39.68771841      -2.93098879e-14    -3.684504027746e-04    -3.717028258166e-04    -5.526169063330e-05
         40.51454588       8.88178420e-16    -1.160498531029e-03    -1.170742599058e-03    -1.740562960322e-04
         41.34137334      -5.32907052e-15    -2.009082675784e-03    -2.026817449035e-03    -3.013304029338e-04
         42.16820081       3.19744231e-14    -2.905353719861e-03    -2.931000144571e-03    -4.357567862598e-04
         42.99502828      -5.32907052e-14    -3.838896879110e-03    -3.872783966884e-03    -5.757733910485e-04
         43.82185574      -5.68434189e-14    -4.798316307230e-03    -4.840672476234e-03    -7.196710249815e-04
         44.64868321       1.59872116e-14    -5.771184775320e-03    -5.822128744015e-03    -8.655858022308e-04
         45.47551068       9.76996262e-15    -6.743159642625e-03    -6.802683522878e-03    -1.011366552319e-03
         46.30233815       4.52970994e-14    -7.697808234802e-03    -7.765759082389e-03    -1.154548637857e-03
         47.12916561      -3.81916720e-14    -8.617716935071e-03    -8.693788090937e-03    -1.292520290804e-03
         47.95599308       2.66453526e-15    -9.485421391503e-03    -9.569152033237e-03    -1.422662140584e-03
         48.78282055      -3.19744231e-14    -1.028327053560e-02    -1.037404402912e-02    -1.542326805307e-03
         49.60964801       7.28306304e-14    -1.099314833904e-02    -1.109018813477e-02    -1.648797172038e-03
         50.43647548      -1.59872116e-14    -1.159675976320e-02    -1.169912781630e-02    -1.739329271444e-03
         51.26330295      -8.88178420e-16    -1.207599510769e-02    -1.218259351288e-02    -1.811206941269e-03
         52.09013041       3.90798505e-14    -1.241316220271e-02    -1.252273688195e-02    -1.861776636318e-03
         52.91695788      -6.21724894e-15    -1.259156643302e-02    -1.270271593947e-02    -1.888534428645e-03
         53.74378535      -5.77315973e-14    -1.259630987238e-02    -1.270750125036e-02    -1.889245867901e-03
         54.57061281       1.15463195e-14    -1.241458402592e-02    -1.252417125562e-02    -1.861989886251e-03
         55.39744028      -8.34887715e-14    -1.203554360576e-02    -1.214178493302e-02    -1.805139858959e-03
         56.22426775       5.06261699e-14    -1.145057730456e-02    -1.155165495975e-02    -1.717404232764e-03
         57.05109521      -4.08562073e-14    -1.065404898246e-02    -1.074809544475e-02    -1.597937668720e-03
         57.87792268       5.95079541e-14    -9.643774851149e-03    -9.728903323037e-03    -1.446412639993e-03
         58.70475015       2.75335310e-14    -8.421006828229e-03    -8.495341562394e-03    -1.263016909718e-03
         59.53157762      -8.88178420e-16    -6.990410844729e-03    -7.052117281603e-03    -1.048450295826e-03
         60.35840508       2.22044605e-14    -5.360270809298e-03    -5.407587514284e-03    -8.039552531329e-04
         61.18523255       4.52970994e-14    -3.542641266208e-03    -3.573913213657e-03    -5.313397702480e-04
         62.01206002      -4.26325641e-14    -1.553250420507e-03    -1.566961422142e-03    -2.329628257627e-04
         62.83888748       1.15463195e-14     5.887527416846e-04     5.939498401943e-04     8.830353381484e-05
         63.66571495       3.64153152e-14     2.861030225382e-03     2.886285393359e-03     4.291089666424e-04
         64.49254242       3.55271368e-14     5.238142854516e-03     5.284381503344e-03     7.856380020570e-04
         65.31936988       4.52970994e-14     7.691522385450e-03     7.759417746001e-03     1.153605858534e-03
         66.14619735      -2.48689958e-14     1.018949534539e-02     1.027944105746e-02     1.528262020713e-03
         66.97302482      -4.44089210e-14     1.269748693027e-02     1.280957143047e-02     1.904420816416e-03
         67.79985228       3.01980663e-14     1.517845473025e-02     1.531243947150e-02     2.276526472258e-03
         68.62667975       3.19744231e-14     1.759355344587e-02     1.774885698251e-02     2.638752815727e-03
         69.45350722      -3.90798505e-14     1.990287283724e-02     2.007856142383e-02     2.985113946778e-03
         70.28033469       1.33226763e-14     2.206606815364e-02     2.226085190894e-02     3.309558791756e-03
         71.10716215      -8.88178420e-16     2.404300167125e-02     2.425523640726e-02     3.606067334289e-03
         71.93398962       4.97379915e-14     2.579455889632e-02     2.602225514963e-02     3.868773021537e-03
         72.76081709       1.50990331e-14     2.728337805779e-02     2.752421656112e-02     4.092072185514e-03
         73.58764455      -7.10542736e-15     2.847420557755e-02     2.872555586995e-02     4.270677348629e-03
         74.41447202       7.54951657e-14     2.933424061444e-02     2.959318269178e-02     4.399668905208e-03
         75.24129949       1.15463195e-14     2.983404092565e-02     3.009739488837e-02     4.474630992689e-03
         76.06812695       1.33226763e-14     2.994876638049e-02     3.021313305895e-02     4.491837983934e-03
         76.89495442       6.57252031e-14     2.965889603497e-02     2.992070394120e-02     4.448362048095e-03
         77.72178189      -3.19744231e-14     2.895016658713e-02     2.920571832668e-02     4.342063919566e-03
         78.54860935       8.88178420e-16     2.781350035234e-02     2.805901839974e-02     4.171582085931e-03
         79.37543682       6.30606678e-14     2.624552296739e-02     2.647720001126e-02     3.936410448674e-03
         80.20226429       7.99360578e-15     2.424924131107e-02     2.446329658237e-02     3.636999994058e-03
         81.02909175      -2.30926389e-14     2.183434010535e-02     2.202707832468e-02     3.274803273584e-03
         81.85591922       3.64153152e-14     1.901733614031e-02     1.918520782678e-02     2.852297541835e-03
         82.68274669       1.95399252e-14     1.582181410529e-02     1.596147796691e-02     2.373020129170e-03
         83.50957416       1.86517468e-14     1.227833036940e-02     1.238671484425e-02     1.841554002453e-03
         84.33640162      -1.77635684e-15     8.423873968717e-03     8.498234008300e-03     1.263446928760e-03
         85.16322909      -1.00364161e-13     4.301434153852e-03     4.339404189409e-03     6.451466132091e-04
         85.99005656      -8.88178420e-15    -4.022711552665e-05    -4.058221560399e-05    -6.033431517949e-06
         86.81688402       5.32907052e-15    -4.547134978957e-03    -4.587273895382e-03    -6.819978323023e-04
         87.64371149      -3.55271368e-15    -9.161083043473e-03    -9.241950651969e-03    -1.374016558955e-03
         88.47053896       1.86517468e-14    -1.382062367448e-02    -1.394262243470e-02    -2.072873444703e-03
         89.29736642       2.48689958e-14    -1.846196646169e-02    -1.862493573628e-02    -2.769000943346e-03
         90.12419389      -1.31450406e-13    -2.301991247021e-02    -2.322311609076e-02    -3.452620250783e-03
         90.95102136      -5.15143483e-14    -2.742876949586e-02    -2.767089140947e-02    -4.113878588953e-03
         91.77784882       2.04281037e-14    -3.162321784157e-02    -3.190236539913e-02    -4.742979039136e-03
         92.60467629      -2.66453526e-14    -3.553917418754e-02    -3.585288905731e-02    -5.330310123057e-03
         93.43150376       2.66453526e-15    -3.911458602089e-02    -3.945986211529e-02    -5.866564955227e-03
         94.25833122       3.81916720e-14    -4.229020781752e-02    -4.266351607113e-02    -6.342857648917e-03
         95.08515869      -5.32907052e-14    -4.501058982095e-02    -4.540791169681e-02    -6.750871621264e-03
         95.91198616      -7.81597009e-14    -4.722522992816e-02    -4.764210109205e-02    -7.083032364633e-03
         96.73881363      -3.99680289e-14    -4.888957212275e-02    -4.932113493128e-02    -7.332657186993e-03
         97.56564109       2.66453526e-14    -4.996576834437e-02    -5.040683105753e-02    -7.494069480032e-03
         98.39246856      -3.55271368e-14    -5.042337219297e-02    -5.086847431151e-02    -7.562702766450e-03
         99.21929603      -3.55271368e-15    -5.024007696649e-02    -5.068356108272e-02    -7.535211400366e-03
        100.04612349      -1.33226763e-14    -4.940245130846e-02    -4.983854145246e-02    -7.409580889856e-03
        100.87295096       4.44089210e-15    -4.790645495182e-02    -4.832933948904e-02    -7.185205260356e-03
        101.69977843      -8.88178420e-14    -4.575755865854e-02    -4.616147424693e-02    -6.862905036257e-03
        102.52660589      -1.50990331e-14    -4.297066140692e-02    -4.334997622225e-02    -6.444914832329e-03
        103.35343336       3.55271368e-15    -3.957007496608e-02    -3.991937179148e-02    -5.934881023094e-03
        104.18026083      -1.77635684e-15    -3.558942209731e-02    -3.590358051362e-02    -5.337846486725e-03
        105.00708829       1.33226763e-14    -3.107117332228e-02    -3.134544781037e-02    -4.660181126596e-03
        105.83391576      -2.39808173e-14    -2.606589839198e-02    -2.629598982763e-02    -3.909469599421e-03
        106.66074323      -2.93098879e-14    -2.063148606261e-02    -2.081360632369e-02    -3.094394298216e-03
        107.48757069      -3.01980663e-14    -1.483257208869e-02    -1.496350361123e-02    -2.224649555131e-03
        108.31439816      -2.66453526e-15    -8.740268883066e-03    -8.817421833641e-03    -1.310901101021e-03
        109.14122563      -2.04281037e-14    -2.431696726276e-03    -2.453162035565e-03    -3.647157493560e-04
        109.96805310      -6.83897383e-14     4.011409420706e-03     4.046819323548e-03     6.016475578718e-04
        110.79488056      -3.37507799e-14     1.050469466874e-02     1.059742272841e-02     1.575536929465e-03
        111.62170803      -9.76996262e-15     1.696264154435e-02     1.711237581858e-02     2.544126108006e-03
        112.44853550      -1.68753900e-14     2.329930387733e-02     2.350497375151e-02     3.494524536549e-03
        113.27536296      -4.44089210e-15     2.942921427372e-02     2.968899468810e-02     4.413913465953e-03
        114.10219043      -2.04281037e-14     3.526881873216e-02     3.558014707008e-02     5.289761128324e-03
        114.92901790       1.50990331e-14     4.073791163677e-02     4.109751728406e-02     6.110037957455e-03
        115.75584536       1.50990331e-14     4.576070954136e-02     4.616465292041e-02     6.863377644578e-03
        116.58267283       4.79616347e-14     5.026663995088e-02     5.071035852015e-02     7.539195438824e-03
        117.40950030       4.79616347e-14     5.419104409497e-02     5.466940454914e-02     8.127793555317e-03
        118.23632776       3.90798505e-14     5.747613115857e-02     5.798349005630e-02     8.620504291741e-03
        119.06315523       1.06581410e-14     6.007234428062e-02     6.060262072693e-02     9.009894908473e-03
        119.88998270      -5.59552404e-14     6.193966222390e-02     6.248642204361e-02     9.289962857423e-03
        120.71681017      -4.44089210e-15     6.304826662647e-02     6.360481242902e-02     9.456235856462e-03
        121.54363763      -1.15463195e-14     6.337865445919e-02     6.393811669503e-02     9.505788764216e-03
        122.37046510       0.00000000e+00     6.292156791535e-02     6.347699531240e-02     9.437233056516e-03
        123.19729257      -3.73034936e-14     6.167788017048e-02     6.222232916515e-02     9.250699697020e-03
        124.02412003      -2.84217094e-14     5.965857937257e-02     6.018520339725e-02     8.947836731011e-03
        124.85094750      -4.52970994e-14     5.688502364509e-02     5.738716466644e-02     8.531847537753e-03
        125.67777497      -3.55271368e-14     5.338916583187e-02     5.386044787444e-02     8.007524535941e-03
        126.50460243       7.10542736e-15     4.921313758416e-02     4.964755658115e-02     7.381186801581e-03
        127.33142990       0.00000000e+00     4.440812191383e-02     4.480012560695e-02     6.660510971912e-03
        128.15825737      -3.19744231e-14     3.903314557233e-02     3.937770275036e-02     5.854350118796e-03
        128.98508483       9.76996262e-15     3.315437360527e-02     3.344703711588e-02     4.972627945193e-03
        129.81191230      -2.75335310e-14     2.684484242099e-02     2.708180982721e-02     4.026298751725e-03
        130.63873977      -6.03961325e-14     2.018405857439e-02     2.036222926679e-02     3.027287253829e-03
        131.46556723      -1.95399252e-14     1.325695868580e-02     1.337398181468e-02     1.988332591026e-03
        132.29239470       5.68434189e-14     6.152259490854e-03     6.206567335312e-03     9.227408624497e-04
        133.11922217       2.75335310e-14    -1.039296074389e-03    -1.048470220127e-03    -1.558779343895e-04
        133.94604964       0.00000000e+00    -8.226297824812e-03    -8.298913762133e-03    -1.233813729911e-03
        134.77287710       5.68434189e-14    -1.531757234942e-02    -1.545278506624e-02    -2.297391966280e-03
        135.59970457       2.04281037e-14    -2.222305431708e-02    -2.241922376911e-02    -3.333104275569e-03
        136.42653204       0.00000000e+00    -2.885506558190e-02    -2.910977776401e-02    -4.327800334210e-03
        137.25335950      -8.88178420e-15    -3.512983431824e-02    -3.543993574694e-02    -5.268915702388e-03
        138.08018697       3.46389584e-14    -4.096863280465e-02    -4.133027504392e-02    -6.144642476201e-03
        138.90701444      -2.57571742e-14    -4.629839127529e-02    -4.670708087977e-02    -6.944021352666e-03
        139.73384190      -9.76996262e-15    -5.105226196491e-02    -5.150291540494e-02    -7.657026235393e-03
        140.56066937       2.39808173e-14    -5.517031902950e-02    -5.565732379090e-02    -8.274669200645e-03
        141.38749684       4.79616347e-14    -5.860023636549e-02    -5.911751803612e-02    -8.789102166020e-03
        142.21432430       6.03961325e-14    -6.129821419502e-02    -6.183931172818e-02    -9.193755862583e-03
        143.04115177       3.90798505e-14    -6.323033338370e-02    -6.378848631522e-02    -9.483542960041e-03
        143.86797924      -2.48689958e-14    -6.437347420348e-02    -6.494171798452e-02    -9.654995867166e-03
        144.69480670      -1.77635684e-15    -6.471504293734e-02    -6.528630185126e-02    -9.706225729445e-03
        145.52163417      -9.76996262e-15    -6.425229131484e-02    -6.481946538582e-02    -9.636820346998e-03
        146.34846164       4.44089210e-15    -6.299229455369e-02    -6.354834626086e-02    -9.447840890971e-03
        147.17528911      -1.77635684e-14    -6.095230410946e-02    -6.149034821517e-02    -9.141874805593e-03
        148.00211657      -3.19744231e-14    -5.815977737303e-02    -5.867317101345e-02    -8.723040262097e-03
        148.82894404       3.19744231e-14    -5.465211076517e-02    -5.513454118922e-02    -8.196946128493e-03
        149.65577151      -2.13162821e-14    -5.047610948644e-02    -5.092167710663e-02    -7.570612436140e-03
        150.48259897      -8.61533067e-14    -4.568696999528e-02    -4.609026245983e-02    -6.852317777714e-03
        151.30942644       4.52970994e-14    -4.034716495200e-02    -4.070332137496e-02    -6.051432060971e-03
        152.13625391      -4.08562073e-14    -3.452583462511e-02    -3.483060444398e-02    -5.178325218850e-03
        152.96308137      -6.21724894e-15    -2.829832892360e-02    -2.854812671087e-02    -4.244298541792e-03
        153.78990884       2.22044605e-14    -2.174513891711e-02    -2.193708976256e-02    -3.261424406631e-03
        154.61673631       4.35207426e-14    -1.495035047147e-02    -1.508232171577e-02    -2.242314355811e-03
        155.44356377       8.88178420e-16    -8.000356111566e-03    -8.070977707092e-03    -1.199925892394e-03
        156.27039124      -3.55271368e-14    -9.830502297490e-04    -9.917279970892e-04    -1.474417756810e-04
        157.09721871       1.50990331e-14     6.012891161902e-03     6.065968634601e-03     9.018380056034e-04
        157.92404617      -4.61852778e-14     1.289895283331e-02     1.301281560819e-02     1.934637578614e-03
        158.75087364      -2.13162821e-14     1.958785827480e-02     1.976076599878e-02     2.937866853713e-03
        159.57770111      -2.48689958e-14     2.599476271757e-02     2.622422608874e-02     3.898800469599e-03
        160.40452858       4.08562073e-14     3.203875978210e-02     3.232157531454e-02     4.805303756783e-03
        161.23135604      -5.68434189e-14     3.764438902800e-02     3.797668712423e-02     5.646058854168e-03
        162.05818351       1.59872116e-14     4.274235559652e-02     4.311965497183e-02     6.410672632427e-03
        162.88501098      -1.24344979e-14     4.726963979584e-02     4.768690286984e-02     7.089693147094e-03
        163.71183844       3.55271368e-15     5.117017566962e-02     5.162186995069e-02     7.674711394330e-03
        164.53866591       1.24344979e-14     5.439621531851e-02     5.487638682764e-02     8.158565950339e-03
        165.36549338      -1.77635684e-15     5.690920304370e-02     5.741155745807e-02     8.535474074748e-03
        166.19232084      -3.37507799e-14     5.867989962211e-02     5.919788451405e-02     8.801050350485e-03
        167.01914831       4.70734562e-14     5.968861558412e-02     6.021550472043e-02     8.952341667793e-03
        167.84597578      -4.17443857e-14     5.992558261423e-02     6.045456353523e-02     8.987882939678e-03
        168.67280324       9.23705556e-14     5.939081640303e-02     5.991507678768e-02     8.907676513871e-03
        169.49963071      -4.88498131e-14     5.809374332544e-02     5.860655406147e-02     8.713136203284e-03
        170.32645818       2.13162821e-14     5.605323046082e-02     5.654802898241e-02     8.407091762038e-03
        171.15328564      -6.12843110e-14     5.329775180741e-02     5.376822689804e-02     7.993813842148e-03
        171.98011311      -1.77635684e-15     4.986518099566e-02     5.030535576326e-02     7.478982879675e-03
        172.80694058      -5.32907052e-15     4.580232095599e-02     4.620663165244e-02     6.869618572551e-03
        173.63376805      -3.55271368e-15     4.116435666314e-02     4.152772667530e-02     6.173997787769e-03
        174.46059551      -9.59232693e-14     3.601409393050e-02     3.633200105206e-02     5.401540398609e-03
        175.28742298      -7.99360578e-15     3.042091853548e-02     3.068945305031e-02     4.562653162907e-03
        176.11425045      -3.55271368e-14     2.445964954028e-02     2.467556218100e-02     3.668557753812e-03
        176.94107791      -1.77635684e-14     1.820952760253e-02     1.837026858034e-02     2.731139004936e-03
        177.76790538      -7.46069873e-14     1.175343315861e-02     1.185718429373e-02     1.762827663669e-03
        178.59473285      -6.21724894e-14     5.177104003515e-03     5.222803948641e-03     7.764830322543e-04
        179.42156031      -2.66453526e-14    -1.431933333926e-03    -1.444573306429e-03    -2.147673033193e-04
        180.24838778      -1.24344979e-14    -7.985644853612e-03    -8.056136370669e-03    -1.197719645049e-03
        181.07521525       4.52970994e-14    -1.439677233696e-02    -1.452385677257e-02    -2.159286650269e-03
        181.90204271       6.21724894e-15    -2.058005872579e-02    -2.076172486495e-02    -3.086681115931e-03
        182.72887018      -4.35207426e-14    -2.645332284904e-02    -2.668683403903e-02    -3.967577178628e-03
        183.55569765       2.75335310e-14    -3.193838770253e-02    -3.222031719989e-02    -4.790249535688e-03
        184.38252512       4.52970994e-14    -3.696217796364e-02    -3.728845396633e-02    -5.543738049226e-03
        185.20935258      -2.66453526e-14    -4.145803034571e-02    -4.182399259410e-02    -6.218044287664e-03
        186.03618005      -4.35207426e-14    -4.536674901352e-02    -4.576721470590e-02    -6.804289821716e-03
        186.86300752      -1.77635684e-14    -4.863727842942e-02    -4.906661407976e-02    -7.294817133428e-03
        187.68983498      -2.93098879e-14    -5.122734882944e-02    -5.167954782196e-02    -7.683286429923e-03
        188.51666245      -1.33226763e-14    -5.310408667964e-02    -5.357285221301e-02    -7.964767206190e-03
        189.34348992      -5.41788836e-14    -5.424436810620e-02    -5.472319925549e-02    -8.135791248151e-03
        190.17031738       2.75335310e-14    -5.463512960863e-02    -5.511741013441e-02    -8.194399240836e-03
        190.99714485       5.59552404e-14    -5.427372652489e-02    -5.475281684106e-02    -8.140194524913e-03
        191.82397232      -6.21724894e-15    -5.316791391061e-02    -5.363724288678e-02    -7.974340234441e-03
        192.65079978      -5.86197757e-14    -5.133545189958e-02    -5.178860518264e-02    -7.699500108572e-03
        193.47762725      -3.99680289e-14    -4.880391630174e-02    -4.923472296099e-02    -7.319810079665e-03
        194.30445472       8.88178420e-16    -4.561067199264e-02    -4.601329093023e-02    -6.840874282688e-03
        195.13128218      -1.77635684e-14    -4.180236168068e-02    -4.217136352773e-02    -6.269688380328e-03
        195.95810965       7.99360578e-15    -3.743398185141e-02    -3.776442271054e-02    -5.614500971632e-03
        196.78493712       4.35207426e-14    -3.256824803350e-02    -3.285573761833e-02    -4.884718386862e-03
        197.61176459       1.68753900e-14    -2.727519109715e-02    -2.751595730554e-02    -4.090844140578e-03
        198.43859205      -4.08562073e-14    -2.163117732970e-02    -2.182212216715e-02    -3.244331960872e-03
        199.26541952      -7.10542736e-15    -1.571727038969e-02    -1.585601143252e-02    -2.357340108830e-03
        200.09224699       7.19424520e-14    -9.617845287458e-03    -9.702744913739e-03    -1.442523491022e-03
        200.91907445      -2.30926389e-14    -3.419837501475e-03    -3.450025493208e-03    -5.129210392738e-04
        201.74590192       2.84217094e-14     2.788164931552e-03     2.812776801889e-03     4.181804461609e-04
        202.57272939       3.81916720e-14     8.917497669572e-03     8.996214965919e-03     1.337482728843e-03
        203.39955685      -3.46389584e-14     1.488099738453e-02     1.501235625466e-02     2.231912697781e-03
        204.22638432       2.84217094e-14     2.059410103906e-02     2.077589116820e-02     3.088787241154e-03
        205.05321179      -7.99360578e-15     2.597604727153e-02     2.620534544181e-02     3.895993444900e-03
        205.88003925       7.99360578e-14     3.095139076630e-02     3.122460778116e-02     4.642215710561e-03
        206.70686672      -2.39808173e-14     3.545099230439e-02     3.576392865301e-02     5.317084262785e-03
        207.53369419      -8.88178420e-15     3.941230734290e-02     3.976021141494e-02     5.911218411967e-03
        208.36052165      -3.19744231e-14     4.278006374890e-02     4.315769602997e-02     6.416328221633e-03
        209.18734912      -1.95399252e-14     4.550770566358e-02     4.590941567284e-02     6.825431052647e-03
        210.01417659       5.15143483e-14     4.755852222705e-02     4.797833542241e-02     7.133020860351e-03
        210.84100406       2.30926389e-14     4.890589908549e-02     4.933760599130e-02     7.335105917960e-03
        211.66783152      -4.79616347e-14     4.953351109430e-02     4.997075812761e-02     7.429237713296e-03
        212.49465899      -1.15463195e-14     4.943586904888e-02     4.987225417079e-02     7.414592951179e-03
        213.32148646      -5.32907052e-15     4.861841937032e-02     4.904758861821e-02     7.291988509422e-03
        214.14831392      -6.21724894e-14     4.709689194367e-02     4.751263020806e-02     7.063783620055e-03
        214.97514139      -4.52970994e-14     4.489686552569e-02     4.529318349154e-02     6.733814688005e-03
        215.80196886       5.06261699e-14     4.205401892486e-02     4.242524222572e-02     6.307432965883e-03
        216.62879632      -2.57571742e-14     3.861409005187e-02     3.895494806409e-02     5.791498415689e-03
        217.45562379      -5.77315973e-14     3.463184241236e-02     3.493754792747e-02     5.194224686960e-03
        218.28245126      -7.37188088e-14     3.016976071713e-02     3.043607810076e-02     4.524983492800e-03
        219.10927872       3.55271368e-15     2.529717504736e-02     2.552048066455e-02     3.794173239982e-03
        219.93610619      -2.75335310e-14     2.008937700923e-02     2.026671184457e-02     3.013086474212e-03
        220.76293366       4.97379915e-14     1.462626247110e-02     1.475537277341e-02     2.193706300147e-03
        221.58976112       5.15143483e-14     8.990867461854e-03     9.070232465092e-03     1.348486803465e-03
        222.41658859       1.15463195e-14     3.268151613916e-03     3.297000515047e-03     4.901705739400e-04
        223.24341606       7.37188088e-14    -2.456177997807e-03    -2.477859442735e-03    -3.683876945217e-04
        224.07024353      -4.17443857e-14    -8.096934710650e-03    -8.168408780193e-03    -1.214411354724e-03
        224.89707099      -1.77635684e-15    -1.357060404111e-02    -1.369039580752e-02    -2.035374568010e-03
        225.72389846       4.44089210e-15    -1.879634873343e-02    -1.896226969504e-02    -2.819153030742e-03
        226.55072593       1.24344979e-14    -2.369713532474e-02    -2.390631698435e-02    -3.554192951739e-03
        227.37755339       4.97379915e-14    -2.820108919172e-02    -2.845002859371e-02    -4.229714283611e-03
        228.20438086      -5.77315973e-14    -3.224283804772e-02    -3.252745517464e-02    -4.835912221267e-03
        229.03120833       3.55271368e-15    -3.576457945539e-02    -3.608028405046e-02    -5.364117326550e-03
        229.85803579      -4.08562073e-14    -3.871685369087e-02    -3.905861890030e-02    -5.806911424827e-03
        230.68486326      -3.01980663e-14    -4.105912648982e-02    -4.142156765052e-02    -6.158215024328e-03
        231.51169073      -1.50990331e-14    -4.276026193797e-02    -4.313771953900e-02    -6.413358233274e-03
        232.33851819      -2.39808173e-14    -4.379901158172e-02    -4.418563854416e-02    -6.569154122033e-03
        233.16534566      -7.19424520e-14    -4.416454019511e-02    -4.455439379259e-02    -6.623977578812e-03
        233.99217313       1.50990331e-14    -4.385664791963e-02    -4.424378366062e-02    -6.577798630843e-03
        234.81900059       2.66453526e-15    -4.288542645133e-02    -4.326398892553e-02    -6.432130867651e-03
        235.64582806       2.84217094e-14    -4.127072762648e-02    -4.163503666189e-02    -6.189951751736e-03
        236.47265553      -8.34887715e-14    -3.904191774844e-02    -3.938655239864e-02    -5.855665758631e-03
        237.29948300      -1.42108547e-14    -3.623772761625e-02    -3.655760882481e-02    -5.435081896536e-03
